index,label,sentence
413,1,We design a new visual representation for customer feedback data to naturally encode the uncertainty information.
414,1,How is the deviation of a group of opinions from the average?
415,1,How could several groups of opinions be compared effectively?
416,1,What are the differences in the cultural background of two groups of customers who hold similar or different opinions?
417,1,Are there any localization or geography patterns regarding user opinions on a hotel or a certain group of hotels?
418,1,Are there any temporal patterns regarding the users opinions?
419,1,"The free text comments of reviews, on the other hand, are more informative (e.g., reasons for the opinions) than the ratings, providing concrete and descriptive information about customer opinions."
420,1,"To analyze customer opinions from different aspects, hotel managers and hospitality researchers usually need to classify customer reviews into different categories (or features) such as service, space, and cleanliness [1, 2, 19]. Thus, we use a feature based opinion mining method [12, 23] to extract opinions from the customer reviews. It works as follows."
421,1,"To assist users in visually analyzing the complex opinion data effectively,"
422,1,to help user examine the real reason of a certain opinion as well as to compare customer reviews.
423,1,"By observing the TextWheel and its content changes, some interesting patterns can be detected. We use our system to analyze several news corpora related to some major companies and the results demonstrate the high potential of our method."
424,1,"there may exist complex macro/micro relations between keywords and articles. At the micro level, keywords (e.g., Bill Gates and Microsoft) have various relations. At the macro level, text articles may be also related (e.g., dealing with the same topic). Meanwhile, each article contains multiple keywords and each keyword likely appears in many articles; these relations may change with time."
425,1,text data can be extremely large and this poses special challenges for the scalability of visual encoding schemes
426,1,Multimedia (Image/Video/Music) Visualization
427,1,a semi automatic approach to visually summarizing a video stream based on danmu data
428,1,"a compound timeline view that consists of a scene forest on the top, tag roots at the bottom, and session timelines as the ground in the middle, providing rich contextual information to help users skim and navigate through a video stream to find interesting stories and scenes"
429,1,a visual summarization of key video frames based on a novel circle packing algorithm following a story line.
430,1,Such layout preserves the temporal relationship between frames and ensures efficient use of the screen space
431,1,The visual design of VideoForest aims to help users gain the gist and flow of a video clip and explore the evocative parts of it based on previous viewersspontaneous feedback.
432,1,aims to create an interactive video summarization based on the video content and the danmu commen tary data.
433,1,we want to compose a meaningful timeline that threads all the representative shots to create an overview of the video plot in the specified time windows.
434,1,Interactive Visual Summarization of Video Streams
435,1,A visual summary of the video should preserve important contents based on viewers’ interests. It should contain sufficient information from both the video itself and the audience to support further pattern and climax analysis. 
436,1,"In other words, this requires the visualization to process danmu posts (texts) and video frames (images) collectively."
437,1,An effective video summary should reveal the main plot of the video so that users can grasp the storyline at a glance.
438,1,"This requires not only extracting proper representative frames from the video but also capturing the innate relationship among these frames, which can be a challenging task."
439,1,The visualization should highlight viewerspoints of interest and enable a quick climax detection.
440,1,"We examine here people centered visualizations for showing data about a person, illuminating relationships among people, and for representing individuals for on line interaction."
441,1,"Our solution is the data portrait, or user visualization based on interaction data, both to represent individual users and to compare multiple users."
442,1,Creating Data Portraits for Users
443,1,Post frequently or only once in a while?
444,1,Do people respond to each other?
445,2,OpinionFlow
446,2,we design an opinion flow visualization that combines a Sankey graph with a tailored density map in one view to visually convey diffusion of opinions among many users.
447,2,combines a Sankey graph with an improved density map to visually convey the flow of opinions among users.
448,2,Opinion Flow to visually summarize the opinion diffusion by using a novel combination of a Sankey graph and a tailored density map.
449,2,we design a new visualization method called Opinion Flow that combines a Sankey graph and a tailored density map to display the dynamics of opinion flow.
450,2,"To illustrate opinion diffusion and the transition between different topics, this visualization combines a Sankey diagram with KDE. The following sections describe the visual design, opinion kernels used in KDE, kernel placement strategy, and supported user interactions."
451,2,"on the diagrams, various visualization techniques have been built, such as TextFlow."
452,2,We employ density maps to visually represent the diffusion of opinions among users based on the following considerations.
453,2,density maps can be extended to produce a diffusion effect similar to that in the real world
454,2,"Therefore, density maps can show not only opinion distribution, but also diffusion orientation. "
455,2,"Moreover, visualization based on KDE density maps enable diffusion intersections and diffusion strengths to vary."
456,2,"a temporally adjustable stacked graph visualizing topics over time, a People Spiral representing participants and their activity,"
457,2,Image Cloud encoding the popularity of event photos by size.
458,2,"In order to give new perspectives on backchannel conversations, we introduce Topic Streams, a temporally and topically adjustable stacked graph that visualizes topics extracted from digital backchannel conversations. This is accompanied by two compact visualizations, People Spiral and an Image Cloud, presenting visual aggregates of active participants and shared images."
459,2,"the notion of evolving visualizations that integrate representations of current activity and recent development in continuous information streams, such as digital backchannels."
460,2,Topic Streams
461,2,People Spiral
462,2,Topic Streams: a visualization representing topical development
463,2,"The primary visualization using the most screen real estate is Topic Streams, a stacked graph visualization of conversation topics, below which there is a People Spiral, a helical view of the most active participants, and an Image Cloud featuring photographs taken during an event."
464,2,The topic visualization is also accompanied by textual labels.
465,2,we designed the People Spiral layout consisting of dots and labels representing backchannel participants and their activity
466,2,"(1) sentiment, the emotional affect embodied in a text block, and (2) semantics, a short summary of the meaning of a text block."
467,2,Stream Graph
468,2,"grouped into emotion blocks built from emotional transition patterns (for example, UP where P is pleasant and U is unpleasant emotion)."
469,2,streamgraphs and line graphs with two novel glyph based approaches to form a level of detail visualization system
470,2,single contiguous text block
471,2,"flow diagram: topics, emotion, emotion patterns, chat set similarity, and semantic tags"
472,2,sequences of emotion blocks (emotion pattern)
473,2,miniaturized version of the streamgraph at the bottom of the visualization allows users to select a time interval for the main streamgraph while maintaining overall context
474,2,emotion pattern set is visualized as a rectangle made up of the pattern’s emotion blocks
475,2,Emotion block
476,2,"Emotion block. A block formed from a collection of adjacent entities, each with identical entity level emotion."
477,2,Semantic tag
478,2,Co Bridges
479,2,"Co Bridges use river and bridge metaphors, where two sides of a river represent data streams, and bridges connect temporally or sequentially aligned segments of streams."
480,2,A bridge connects corresponding segments of two data streams. 
481,2,Multiple items appearing in these parts of the streams are shown on the bridge.
482,2,River Curve
483,2,Bars on the bridge
484,2,We base on a river and bridge metaphor in the visualisation design. The river metaphor is quite often adopted for representing data streams.
485,2,"In Co Bridges, each of the two river sides represents one data stream. We choose to show the river flow along the vertical display dimension; hence, the time or sequence is encoded by the vertical axis. The vertical layout allows several river instances to be juxtaposed in a display."
486,2,shown on the bridges connecting corresponding parts of the river sides
487,2,"Combining the river and bridge visual metaphors, Co Bridges is a design including multiple connecting bridges for visual comparison of two multi item data streams associated with two sides of a river."
488,2,"Our design builds on the Theme River metaphor, which presents a single multi item stream."
489,2,We maintain the basic concept and appearance of a river but use the river sides to refer to two streams.
490,2,"we introduce the metaphor of bridges, which fits naturally to the river metaphor."
491,2,"Between the river sides, there are multiple bridges connecting the corresponding parts, according to the time or sequential steps, of the two data streams."
492,2,CrystalChat
493,2,"CrystalChat focuses on the social interaction centered around one person, supporting self exploration of one’s own chat history."
494,2,six spokes that each represents conversations with a given person.
495,2,CrystalChat visual representation
496,2,The number of facets represents the number of people that were chosen to be displayed.
497,2,Each facet starts from the empty central hub and points outward like spokes in a wheel.
498,2,Temporal ordering of a facet
499,2,"To clarify the view of the facet that is being examined, a translucent shield is placed directly behind it."
500,2,A colored disc represents a single message.
501,2,the person whose chat network is displayed is represented by a neutral colour grey so that all colour choices for other people will show well in contrast.
502,2,one circle represents one message in CrystalChat.
503,2,SocialHelix
504,2,a novel visual design inspired by DNA helices
505,2,the visualization represents information details of related social events as boxes that connect two community strands
506,2,These two communities are visualized as two curving strands polarized between positive–negative sentiment poles along with a timeline.
507,2,based on the metaphor of a DNA molecule.
508,2,strands that look like double stranded helices.
509,2,"are shown as keyword boxes in the middle that connect these two strands,"
510,2,we represent the transformed data into an intuitive visualization designed based on a visual metaphor of a DNA helix.
511,2,The overall design is based on a metaphor of a DNA molecule that consists of two twisting helices.
512,2,we use the entireDNAmolecule to represent a focused topic.
513,2,Strand represents a user community involved in this topic over time.
514,2,The double stranded helix represents two community strands.
515,2,The helix curves show the overall changes of the communities sentiment over time.
516,2,The nucleobase pairs represent events that connect the two communities.
517,2,"This design consists of three major components, namely, community strand, event box, and user group to represent three key factorsdiscussed above, respectively."
518,2,A community strand represents the evolution of a community comprised of a group of people with similar sentiments who are involved in the focused topic.
519,2,"we polarize the community strand between two sentiment poles (e.g., positive and negative) and interpolate the data samples at different timestamps along a horizontal timeline. Thus, a smooth curving strand is created."
520,2,The visual cue formed by the community strands is naturally coincident with the anti parallel and double stranded structure of DNA helices.
521,2,EvoRiver
522,2,topics with connected arcs
523,2,EvoRiver employs a river metaphor and represents a topic as a strip.
524,2,"EvoRiver uses a river metaphor and encodes a topic as a river thread to display the natural flow of topics from being highly competitive to highly cooperative over time, or vice versa."
525,2,when a river flows into two or more streams.
526,2,visual metaphor allows us to visualize important patterns where topics converge to cooperation (or competition) or diverge from cooperation (or competition).
527,2,familiar river metaphor
528,2,EvoRiver allows us to visually compare different behaviors of distinct topic leader groups
529,2,river metaphor
530,2,interactive lens metaphor
531,2,the river
532,2,The first is a NewsRiver overview showing the ebb and flow of ordered themes and associated keywords over any time scale
533,2,shape of the river
534,2,"Depending on the selected strength measure, various sets of streams will find their way up in the river lending themselves more easily to the user's attention and interaction."
535,2,ring visualization
536,2,LensRiver uses a river metaphor to display thematic changes over time.
537,2,This visualization maps the news to a river where each topic occupies a stream flowing from left to right as time elapses.
538,2,the river view to a lens
539,2,RumourFlow
540,2,RumourFlow system design principles are guided by two main observations from experts in rumour spread
541,2,Each post is marked by a circle
542,2,Rumour Stream View presents an overview of how a rumour evolves over time.
543,2,a map metaphor
544,2,"The important reposting behaviors, the following relations and the semantics relations are represented as rivers, routes and bridges, respectively, in a virtual geographical space"
545,2,"key players are visualized as lakes, and users reposting them become counties. Counties with similar topics form a region, while a lake and its surrounding counties form a country, which represents a subtree of the reposting tree. Connected countries form continents, and isolated islands represent messages that are different from the continents in topics. We use multiple connection symbols to represent different relations between key players. A river connecting lakes represents the reposting relations between key players. A route represents a reposting message that was not made by a follower, and a bridge represents a reposting message causing different repostings in semantics"
546,2,"we introduce R Map, an interactive visualization with map symbols"
547,2,A Novel Visual Metaphor Design for Information Reposting
548,2,"Reposting features are mapped to different metaphors on the map, including lakes, counties, regions, countries, continents, islands, rivers, routes, and bridges"
549,2,"Lake: In the map, a lake represents a key player in the diffusion process."
550,2,"Region, Country, Continent and Island, River, Route and Bridge"
551,2,"represent the parent child relations of key players, thus showing the skeleton of the reposting tree"
552,2,"If a key player does not follow his/her parent, a curved route connects them; if the topics of the territories belonging to the key player are different from his/her parent, a straight bridge connects them"
553,2,"R Map also uses two unique metaphors, bridges and routes."
554,2,We transform the reposting features into different map metaphors and construct a vivid map.
555,2,"to organize information derived from the reposting tree, and link them with spatial objects such as continents, islands, countries, rivers, etc. "
556,2,animated universe
557,2,cascade
558,2,a giant galaxy
559,2,intergalactic dust
560,2,Semantics Space Time Cube
561,2,"Each cube cell corresponds to a combination (topic, location, time interval)"
562,2,DATA cube is a widely used metaphor representing organization of data along some dimensions of interest.
563,2,"We introduce the operations of projecting and slicing the cube, which are used to decompose complex tasks into simpler subtasks."
564,2,"we introduce a structure called Semantics Space Time Cube, or SSTC."
565,2,"we, first, consistently utilize the SSTC metaphor and concepts of projection and slice."
566,2,A workflow for analyzing text space time data.
567,2,"Use of a cube metaphor for organizing data, defining the system of exploratory tasks, and designing the user interface and interactive operations."
568,2,Relationship Explorer
569,2,"Correspondingly, the spatial view includes multiple linearly arranged cards, which contain geographic maps to reflect the specific of the spatial facet."
570,2,"This inherent feature is reflected in representing data by continuous curves or shapes, which is unique for the temporal view."
571,2,Visual design of (a) location card and (b) topic card.
572,2,The panels correspond to the three dimensions of the cube.
573,2,"A location card is meant for comparing data at one location, called current location, with data at the other locations."
574,2,The BrandWheels
575,2,The Comparative BrandWheel
576,2,BrandSediments
577,2,BrandWheel visualization
578,2,"(1) multiple BrandSediments for visual aggregation of multi dimensional brand personalities, "
579,2,we design the BrandWheel visualization to illustrate a brand’s personality profile and its association with social media factors.
580,2,Personality Sectors
581,2,"The wheel metaphor, inspired by both classic Radial Space Filling (RSF) technique and the beauty of Goethe’s color wheel, has several benefits compared with a traditional bar chart: the wheel metaphor with radial sectors conveys a representative sense of a brand’s personality, and lower memory cost with the metaphor from real life; it is also aesthetically more appealing and engaging than a bar chart."
582,2,"In analogy to the Goethe’s color wheel, each personality sector represents one personality trait, and multiple sectors in an RSF layout illustrate a brand’s personality profile with a set of personality traits."
583,2,"To balance aesthetics and functionality, curved wheel sectors are used to achieve the visual appearance of Goethe’s color wheel."
584,2,Factor Bands
585,2,"Surrounding the personality sectors, factor bands are shown in the outer component of a BrandWheel in an RSF layout."
586,2,"A jigsaw of Goethe’s color wheel. A visual metaphor of personality wheel inspired from. The visual metaphor of BrandWheel, composed of personality sectors (illustrating personality traits) and factor bands (showing linguistic evidence from social media factors)."
587,2,factor bands include the linguistic evidence used to derived the traits from the social media factors in our data model.
588,2,"The most popular topics (i.e., salient semantic features in the evidence network) are visualized in topic blocks, which are tiled by word bricks of the representative words in an RSF layout."
589,2,we extend the BrandWheel design and create Comparative BrandWheel by highlighting the similarities and differences of two brands’ personality profiles with representative topical words.
590,2,original tweets are placed at the center of a circle and pathways are created to connect to geo groups once the tweets got re broadcasted (retweeted) by the groups.
591,2,The retweeting activity is shown as a sequence of color coded retweet glyphs moving along pathways indicating the timing and sentiments of the retweets.
592,2,spatiotemporal processes are conveyed based on a sunflower metaphor whose seeds are often dispersed far away
593,2,"We visualize such social, spatiotemporal processes based on the metaphor of a “sunflower” whose seeds are often dispersed far away."
594,2,"visual ingredients: a hierarchical social spatial layout, the pathways of information flow, and a dynamic diffusion series."
595,2,original tweets are placed inside a circle in the center. A pathway is created to connect a tweet to a user community once it gets retweeted by that community.
596,2,"we design Whisper based on the metaphor of a sunflower and how its seeds are carried and dispersed, where the key components within Whisper visualization are visually analogous to the functional parts of a sunflower."
597,2,The metaphorical pattern of a sunflower
598,2,"The overall design is based on a metaphor of a sunflower. The bloom of the sunflower is composed of thousands of disc florets inside a circular head, surrounded by ray floret."
599,2,"In analogy, the dots in the center in place of the sunflower disc florets represent tweets about topics of interests."
600,2,"The lines forming the shapes of the sunflower ray floret represent the diffusion pathways, tracing the path from the information source tweet to different groups of users who rebroadcast (retweet) the tweet."
601,2,user groups are represented by cluster icons at the end of the ray florets.
602,2,"The topic disc is analogous to the central circular head of a sunflower. The immature disk florets are in the very center of the circular head, surrounded by mature disk florets."
603,2,the dots packed in the center represent in active tweets that have never been retweeted and the dots surrounding the topic disc are the active tweets that have been retweeted within a given period of time.
604,2,A tweet is moved from the center to the outside ring when it gets retweeted for the first time.
605,2,The groups can be evenly laid out on a circle
606,2,Lines connect shared keywords between banks
607,2,"SentiWheel seemed like an understandable metaphor, we have found upon user feedback that humanistic metaphors had the most trustworthy and profound impact on users"
608,2,"OpinionSeer, an interactive visualization system that could visually analyze a large collection of online hotel customer reviews"
609,2,"we developed an opinion visualization system that includes the opinion wheel, the tag cloud spreadsheet, and a set of tailored user interactions."
610,2,"The opinion wheel seamlessly integrates a scatterplot (opinion triangle) with a radial visualization (opinion ring). The opinion triangle is primarily used for visualizing the extracted opinions, each of which is an opinion vector (b,d,u) with three elements: negative, positive, and uncertainty values."
611,2,a diagram of tag clouds is synchronized with the opinion wheel.
612,2,Opinion Wheel: Integrated Visualization of Customer Opinion Data
613,2,The major visualization of OpinionSeer is an opinion
614,2,Opinion Triangle
615,2,"We introduce a new visualization primitive called TextWheel which consists of one or multiple keyword wheels, a document transportation belt, and a dynamic system which connects the wheels and belt."
616,2,VideoForest
617,2,a tree like visual summary of content highlights under userssupervision.
618,2,The proposed visualization design employs a forest metaphor.
619,2,"scene trees on top of the session timeline ground, with the roots depicting the corresponding danmu messages."
620,2,"scene tree, the session ground timeline"
621,2,"Visualization design of a scene cluster in the primary summary based on a tree metaphor: (a) the scene tree, (b) video timeline ground, and (c) commentary root system."
622,2,VideoForest follows a tree morphology which encodes different components of a video summary via different parts of the tree
623,2,the branches growing out of each tree is an analog of the successive video sessions that are semantically and emotionally related
624,2,Its roots digging into the ground is an analog of the danmu commen tary stimulated by the video content
625,2,and they are visualized as a temporal based tag clouds
626,2,The spread of trees of varying heights determined by the volume of danmu data (R3) indicates the devel opment of the story in the video
627,2,selected segment is displayed as a twig trimmed from the tree
628,2,the scene for est and the commentary root system
629,2,We produce a scene tree for each session cluster based on a series of calculations.
630,2,The representative images of sessions in the cluster are displayed as circular leaves
631,2,"data portrait, a novel graphical representation"
632,2,a flower metaphor for creating individual data portraits
633,2,a garden metaphor for combining these portraits to represent an on line environment
634,2,"PeopleFlower, our method for creating data portraits"
635,2,"the data portrait, or user visualization based on interaction data"
636,2,"PeopleFlower, our visualization of the individual"
637,2,"His/her data objects are represented as petals of the flower, arranged by time in a clockwise fashion."
638,2,"Each PeopleFlower represent a user of the message board, and its petals his/her postings."
639,2,PeopleFlower indicates time in both the ordering and the saturation of petals.
640,2,We have used pistil like circles on top of the petals to denote responses.
641,2,Each circle indicates one response to a post
642,2,We have used the garden metaphor because a healthy garden has certain properties that we can use to represent a healthy discussion group.
643,2,a garden with more bright flowers indicates a discussion group with more new posts.
644,2,The height of a flower represents how long a user has been in the board as indicated by time of first posting.
645,2,This uses the metaphor that a flower planted earlier is taller than one planted later.
646,2,shows a different PeopleGarden that lays out flowers sorted by the amount of petals.
647,3,"In density maps, red and green visually encode negative and positive opinions, respectively."
648,3,The size of a keyword visually encodes the keyword frequency in the topic. 
649,3,We can also observe some transition lines between different topic strips. Each line that connects two topic strips represents the amount of user attention that flows between the two corresponding topics.
650,3,The attention level of at user i to topic k at time t is the number of the tweets of the topic divided by the total number of all the tweets (posted by the user at time t). 
651,3,The height of the corresponding topic strip at time t is then determined by the aggregated attention of all the users (who post tweets about topic k at time t).
652,3,An edge with a higher priority will be more likely to have attention transition.
653,3,We sort the topic strips according to size. We then position the strip with the largest number of users.
654,3,"Some negative opinions (in red regions) could also be observed, which could be attributed to a variety of factors such as compatibility issues."
655,3,"offer a dynamic and appealing interface. Colours, shapes, and arrangements should be accessible, inviting, and visually pleasing."
656,3,we decided to order by general newness of a topic from top to bottom of the streams.
657,3,the y axis is used to encode relative frequency of topics by the vertical width of the stream corresponding to a topic at a particular time point.
658,3,"The mapping from newness to colour is done in the HSV (hue, saturation, value) colour space. We choose a subset of the hue spectrum between blue and green, with the newest topics represented by green and the oldest in blue. To make the streams of newer topics appear brighter and more saturated we map greater newness to higher saturation and higher value."
659,3,The stream shapes are defined by cubic Bezier curves
660,3,"While the vertical width of an individual stream at a specific time interval is determined by the relative number of topic occurrences in tweets during this time bin, the overall sum of the stream widths per time interval corresponds to the sum of occurrences of these most popular topics."
661,3,The font size of the label is correlated with the overall number of occurrences of the topic in this time window and its colour is a darker tone of the colour of the stream.
662,3,The opacity of a highlight depends on the relative frequency that a topic was mentioned.
663,3,coloured by emotion
664,3,"Topic sets and emotion over time for each topic are input to the streamgraph, where they are visualized using height (chat volume) and a double ended colour scale (overall chat emotion): saturated blue for pleasant to saturated red for unpleasant"
665,3,Red and blue are used to respect colourblind individuals.
666,3,The same colours from the streamgraph are used to represent a block’s emotion (e.g. blue red blue for a two transition PUP emotion pattern). 
667,3,"The size of a rectangle visualizes the number of chats in the pattern set, with the exact number of chats overlaid on the pattern’s rectangle. "
668,3,The emotion blocks’ widths correspond to the percentage of the chats’ text that occurs within the block.
669,3,Rectangles are positioned based on text similarity between emotion pattern sets: closer for more similar.
670,3,Jittering was used to control rectangle overlap.
671,3,colour: block emotion
672,3,block width: percentage of chat
673,3,Block Size/Ratio/Position
674,3,"The shapes of the river sides encode the evolution of numeric features of the data streams, e.g., stream volumes."
675,3,Two distinct colors are assigned to indicate the two data streams and their items.
676,3,"The size of an item block encodes the frequency of the appearance of this item, the degree of item involvement in each stream, or other numeric information concerning the item."
677,3,"we processed 3,416 tweets from Hillary Clinton (indicated by pink) and Donald Trump (blue) in the 2016 presidential election in the USA."
678,3,"Each item block has two color regions, encoding the item frequencies in the corresponding stream."
679,3,"Thus, to enable assessment of frequency differences, 3 visual variables are used: position(order), color and size."
680,3,"The width of a bridge (in the 2D visualization, refers to the vertical length of a bridge) encodes the accumulated frequency of the items."
681,3,but each bridge has a different width proportional to the combined stream volumes.
682,3,"Quantitative comparison is supported by employing the sizes and positions of the item blocks, the heights of the curves, and the height of the bars on the bridges."
683,3,"Since location and orientation create the hub and spoke diagram this leaves visual variables such as colour, size, shape, (light and dark) value, and texture."
684,3,each colour indicates a different person
685,3,the person whose chat network is displayed is represented by a neutral colour grey so that all colour choices for other people will show well in contrast.
686,3,the messages are arranged so that the first message in the conversation starts on the left.
687,3,Colour is used to identify individual people.
688,3,"Still using a subtle colour, the plane can be used to display information about conversational tone."
689,3,The neutral colour of the plane is pale yellow.
690,3,Moving the screen up or down to a different level will also cause colour changes as the use of emoticons changes.
691,3,The colors of the translucent plane change according to the amount of emoticons used.
692,3,"The darker the color value of the message circle, the more characters that are typed for that message."
693,3,the sentiment information is quantitatively represented as the screen distance between a community strand and a sentiment pole.
694,3,"the sentiment information is also represented by a color gradient from green to red, pertaining to two sentiment poles."
695,3,The community size implies its influence and is encoded as the thickness of the strand.
696,3,"The sentiment pole ‘positive (in green)’ and ‘negative (in red)’ are preselected and placed at the top and the bottom side of the view, respectively."
697,3,Two communities are polarized between them as curving strands with gradient colors corresponding to their sentiments.
698,3,"The community strands with intense emotional polarities run in opposite directions, implying the sentiment divergence."
699,3,"The size and color of the bar encode the normalized frequency and the sentiment of the keyword, respectively."
700,3,an event box size varies based on the distance between two community strands. This design spontaneously assigns more space and forms a multi foc view for displaying the details when divergence is large.
701,3,more spaces are provided in the middle for rendering the details of corresponding events and their keywords.
702,3,"river strips up and down, EvoRiver can visualize the overall topic coopetition trend over time."
703,3,overlaid to the strips to visualize the co evolutionary relationship between the topics and the topic leaders.
704,3,overlaid to the strips to visualize the co evolutionary relationship between the topics and the topic leaders.
705,3,The visual encoding of convergence and divergence patterns has been inspired by river confluence and bifurcation
706,3,when two or more streams merge into a river and the latter occurs
707,3,split EvoRiver and fill the gap with an in place view to illustrate the pairwise similarities among topics
708,3,"EvoRiver comprises two parts, namely, the top cooperative strips with a positive coopetition power and the bottom competitive strips with a negative coopetition power."
709,3,"Competitive and cooperative strips are stacked to display the overall positive and negative coopetition powers,"
710,3,Different topic leader groups are visually represented as distinct threads with distinguishable colors
711,3,The contribution is represented by the thickness of the thread.
712,3,The NewsRiver provides a good overview of the selected topics as they inflate or fade away.
713,3,NewsLab integrates 8 categorical color schemas of 7 colors each
714,3,"As the user modifies the observation window, he can follow the topics as they flow across the screen and see their strength increase or decrease."
715,3,the NewsRings materialize time as a two color series of wedges in the background
716,3,"In the LensRiver, closely related themes are placed close to each other following a linear depth first traversal of the topic cluster tree."
717,3,a hierarchical color schema is used to display the topic cluster hierarchy.
718,3,"The layer width codes the number of comments for that main post, as a measure of popularity."
719,3,"The root user is placed in the center of the country, and is distinguished from other nodes with an additional stroke. For other key players, they are placed on the boundary to show reposting relations"
720,3,Counties with higher influence are highlighted with a black stroke
721,3,The position of a country is determined by a tree layout algorithm [18] and reveals the overall diffusion structure (R1)
722,3,"Only the different relations among key players are highlighted,"
723,3,"we use color to encode the level information. The reposting levels are mapped to colors with the same hue but with monotonically increasing saturation values [42]. A green scale color scheme is employed to make the map more intuitive and comprehensible. The darker the color of the polygon, the deeper it is within the reposting tree structure (R1). An alternative color scheme is also provided to represent the sentiment of each reposting: red, orange, and blue are used to represent negative, neutral and positive opinions, respectively (Figure 9)"
724,3,"Rivers, bridges, and routes are color coded with blue, gray, and blue, respectively. To denote the boundaries of different countries, we use thick dark lines, and for regional boundaries, we use thinner gray lines to distinguish them from the country boundaries. The white space of the canvas is color coded with light blue, similar to the color of the ocean. To enable a better understanding of the semantics in the diffusion process, keywords are overlapped on the map with color indicating different sentiments"
725,3,"each key node should be allocated a certain area,"
726,3,we calculate the positions of the remaining nodes in the reposting trees.
727,3,We have allocated a different number of polygons to each key player.
728,3,"Repostings without comments are located around the key players. Important counties are highlighted in each region, and are accompanied by some darker areas, which are their descendant repostings"
729,3,The size of each word denotes the frequency it appears in the selected weibos
730,3,"By coloring the map with sentiments, we found that negative sentiments dominated counties in these islands."
731,3,"There are few positive (blue) counties on the map, and most people expressed negative (red) opinions."
732,3,color
733,3,red node
734,3,“radar view” shows the distance between Twitter conversations
735,3,height
736,3,"The use of colors, fonts, labeling, highlighting, and other kinds of visual marks and variables need to be consistent between the views."
737,3,The card labels are colored according to the positions of the respective location and topic in the projection in the Data Selector.
738,3,"In the Relationship Explorer, we consistently use colors for representing the same data items in different views."
739,3,we assign colors to objects according to their positions in a projection reflecting similarities between them.
740,3,"With this approach, color similarity indicates object similarity."
741,3,using blue for lower values and pink for higher values.
742,3,The current location is marked with a star symbol.
743,3,The font sizes are proportional to the weights of the keywords for the topic.
744,3,The bar colors correspond to the positions of the respective items.
745,3,"Following the design of Goethe’s color wheel, the trait type is mapped to the color of a personality sector and the radius 'Rt' of a personality sector encodes the trait value: the higher a trait value is, the farther a sector spreads out."
746,3,"The BrandWheel visualization with a focus on the Ruggedness trait: the User factor band gets closer to the view center than the other two, indicating a higher contribution in perceiving Ruggedness; the closeness of topic blocks towards the center also indicates their specific relevance to Ruggedness."
747,3,a topic block (with respect to the inner boundary of the belonging factor band) depicts the weight of the corresponding topic regarding a particular trait; the color intensity of a word brick encodes the frequency of the word in the underlying linguistic documents.
748,3,"To show the popularity of words in the related topics, the color intensity Iw of a word brick encodes the frequency of the word in the underlying linguistic documents."
749,3,Two distinct colors are mapped to the two underlying brands.
750,3,"The colors of bubbles reflect their personality traits, which are consistent with the colors used in the BrandWheel visualization."
751,3,A sequence of color coded retweet glyphs moving along the pathways indicates the timing and sentiments of the retweets
752,3,"the node sizes of communities, with colors indicating the aggregated sentiments of the communities."
753,3,The groups can be evenly laid out on a circle or placed into positions corresponding to their geo locations(latitude or longitude coordinates).
754,3,"Color hue is used to encode sentiments. Three pre selected colors, red, orange, and green, are used to represent negative, neutral, and positive opinions respectively."
755,3,Opacity is used to encode activeness. The activeness of a tweet is defined by how frequently it has been retweeted.
756,3,"Size is used to encode expected influence. The expected influence of a tweet is given by the expected influence of the tweet user, which is defined by the number of followers the user has."
757,3,Shape is used to encode user types. 
758,3,"A square glyph indicates the tweet user has been recognized as a media outlet, journalist, or organization representative. "
759,3,"The size of wheel also changes as days pass, depending on the total number of posts."
760,3,we can compare banks and sentiments through their portion sizes in the wheel
761,3,"Similarly, an opinion with a high degree of uncertainty could be represented by a point toward the top uncertainty vertex of the opinion triangle."
762,3,"Usually, the font size of a keyword represents the frequency of the keyword appearing in a document. We adopt this scheme in our system."
763,3,The color of the glyph encodes the average sentiment expressed in an article
764,3,"The documents can come into the transportation belt with different orders. By default, they are arranged by time."
765,3,Keywords will be uniformly positioned in the circular frame of the keyword wheel.
766,3,"Colors are used to encode sentiments, green meaning positive and red meaning negative."
767,3,The size of the danmu tags and image circles indicate their importance
768,3,A message posted far in the past would be less saturated and less noticeable.
769,3,The numbers of petals increases as more messages are posted.
770,3,Each petal fades over time showing time since posting.
771,3,"A marked difference in saturation of adjacent petals, seen in the rightmost flower, denotes a gap in posting."
772,3,The height of a flower represents how long a user has been in the board
773,3,Height of flower denotes amount of time a user has been at the board.
774,3,Posts are colored differently based on whether it is an initial post.
775,3,Height of a flower again denotes how long a user has been at the board.
776,3,"Various visual parameters such as the size, hue, saturation, or shape of the data portrait can then be used to represent these attributes."
777,3,"Older petals move to the left as newer petals are added to the right, to maintain symmetry. The overall shape of a flower is determined by how many petals it has."
778,3,PeopleFlowers with petals colored by whether the post starts a new conversation
779,3,"this time with magenta representing initial posts, blue replies."
780,4,we design an opinion flow visualization that combines a Sankey graph
781,4,A stacked tree is used to allow analysts to select topics of interest at different levels. The stacked tree is synchronized with the opinion flow visualization to help users examine and compare diffusion patterns across topics.
782,4,Bayesian Rose Tree (BRT) model to detect a multi branch hierarchy of topics from a large number of tweets and display the topic hierarchy by using a stacked topic tree.
783,4,The tree is linked to opinion flow to help users facilitate analysis of opinion diffusion in different topics.
